point id,x-coordinate,y-coordinate,cluster id
85,-0.49819506836235705,-0.32655221834297354,0
86,-0.18421144344673782,-0.4660573651529238,0
87,0.44127843936522865,-0.17131286869587542,0
88,0.17614852301597791,-0.2934188706888277,0
89,-0.48740662217309705,-0.13992195717447606,0
90,-0.14344456396252447,0.37146128556350505,0
91,-0.0722387090008406,0.29896455937614486,0
92,-0.9518140520019994,0.18405200371363964,3
93,0.1445295326326492,-0.28804554369482793,0
94,0.3065582106630519,-0.04506263882334015,0
95,0.42346223178507886,-0.06408999025115301,0
96,0.8555140351887222,-0.5181165719147522,5
97,-0.14664548913668304,-0.36834108921994874,0
98,0.11224484145216526,0.43139295680813333,0
99,-0.4257261629776894,0.9314157011886579,7
100,0.15922577743402128,-0.50132727704804,0
101,0.24711765784997455,0.08118956039366856,0
102,-0.0960069587831707,-0.29980256196764976,0
103,0.2734571909819265,-0.13494275224656313,0
104,0.3249630220037679,-1.1342379869175225,1
105,-1.061582378756663,0.2906480957152401,3
106,0.8871669028047909,0.4609493013338267,5
107,1.0223272371735448,-0.29477904004782474,5
108,-0.4267765635082915,-0.055877245839843964,0
109,-0.1525236786347047,1.0632436804642067,2
110,-0.37815001145031507,0.05201340500924939,0
111,0.4769539049290834,-0.03424170400102869,0
112,-0.8793264282837591,0.16414805467068516,3
113,0.2665039316902361,1.0699675240557605,2
114,-0.04963402142207879,-0.3147423464679701,0
115,-1.045604081083283,0.3603927850476898,3
116,0.4618556314704519,-0.20231868358412247,0
117,0.5704642283252142,0.09318419663184603,0
118,0.6256310299380076,0.6304925818918623,5
119,0.7742029485695454,0.4109384530862077,5
120,-0.45221443656618565,0.09546029303902989,0
121,0.36051513182877776,-0.09899382117001874,0
122,-0.2670099322763644,-0.47428296839142386,0
123,0.22926556257215153,0.25683532083819527,0
124,0.2755634455099172,0.22080617453953383,0
125,-0.46969304845270177,-0.029414831274935514,0
126,-0.2956865930171217,1.0258886915664482,2
127,0.9095293417230518,0.5864802898072963,5
128,0.6960543385420656,-0.9483271662828543,5
129,-0.8148100215881171,-0.4824197742229912,4
130,0.530480063269273,0.16489635712447837,0
131,-0.16825932972168126,-0.4026150854357805,0
132,-0.16118480729826476,-0.22332105543115013,0
133,-0.39950948081024096,-0.878472380711114,4
134,-0.9006413280337701,0.36090336672761103,3
135,-0.4872898342032932,-0.11110422606480005,0
136,-0.3701461789315085,-0.06973460200978455,0
137,0.935994938318635,-0.06768153772758115,5
138,-0.3953684593242886,-0.0021662269005054205,0
139,-0.209586674231254,0.3872079223073263,0
140,0.3010733507930914,-0.07290545552132921,0
141,0.9865988760689126,0.41781121342457667,5
142,-0.11181194090098913,0.9790839260990902,2
143,-0.20333667184228738,-0.3476365459115925,0
144,0.26055187053950535,-1.0166027824080957,1
145,-0.3607555717224086,0.0912554954314841,0
146,0.6831180038976111,0.6185246128662522,5
147,0.6615519943991102,0.8576280544745504,5
148,-0.8412268943727342,-0.5474147970571119,4
149,0.2971830485143481,0.5700088107610692,0
150,-1.079418837156584,0.2052258151855746,3
151,0.35105955454537635,0.12699840145076186,0
152,0.07805287036076111,0.36933192124669234,0
153,0.3693336307663632,-0.4125421863160017,0
154,0.129322368903919,0.30234405787080504,0
155,-0.132645830521611,0.3552726691943553,0
156,0.8979418132529069,0.5186472982509355,5
157,-1.1027822999838168,0.06371239933951114,3
158,0.9309395615489211,0.39588555246940155,5
159,-0.4328377050537465,0.15597851360355894,0
160,-0.04416273966341816,-1.08470086077778,4
161,-0.921946665109448,-0.09604829980741938,3
162,-0.36371477786062245,-0.03451653615930331,0
163,0.47928563526357887,0.8917859383134336,5
164,-0.45491387353609414,0.06789860458494859,0
165,-0.1733792725352275,0.19057365427285106,0
166,0.44976749042457687,0.21855635051140196,0
167,-0.4667541476265527,-0.16805170241858247,0
168,-0.1181913080957509,0.8679806373879982,2
169,-0.31966000058276034,-0.04549607858213778,0
170,0.44025975080369795,0.11828594912989433,0
171,-0.3773544484394364,-0.03809592488295299,0
172,-0.3170475019068607,-0.9430194198863598,4
173,-0.41580564724389446,-0.9035755616576342,4
174,0.1954868145642833,0.42186214822346063,0
175,-0.07524813092749966,0.4347338312926676,0
176,-1.0534524604211506,-0.4493673824199575,6
177,0.13103361005026515,0.2677789481232424,0
178,-0.3505305332310546,-1.0093536659257065,4
179,-0.24036379777497383,-0.35939695524100174,0
180,-0.18645952650325914,-0.38561038784130836,0
181,0.14771479207216387,-1.2859640773737684,-1
182,-0.41324148040303815,0.10893660495384164,0
183,0.44349349794962184,0.13467751244873316,0
184,-0.9666753967056578,0.6074537793331016,-1
185,-0.1856911965508468,0.3665610843645868,0
186,-0.0775400383389115,-1.003475529695474,4
187,0.16754282469449744,0.3545192588265408,0
188,-0.3337031690782576,0.8022114420528341,7
189,0.28756439328384975,0.8095028647499558,-1
190,0.4413402804511142,0.11064803979295448,0
191,-0.02935501889533454,0.4189681086788829,0
192,-0.6857635625297994,0.8048454304194719,3
193,-0.6084758886062085,-0.893329002284754,4
194,-0.3836078354047119,0.07813527983941312,0
195,-0.438224853619715,1.0475045401107974,7
196,0.47470789376976147,-0.2996980817347948,0
197,0.0065441227074773956,0.214845918082804,0
198,0.792780603197268,-0.4587592725696428,5
199,-0.1561567344073448,0.3513915469500859,0
200,-0.21509171840276542,-1.1265993791613969,4
201,0.25215432435089863,0.2511526916533005,0
202,0.5742671329836915,0.9380043631353554,5
203,0.8202000907738385,0.029732796011976592,5
204,-0.13275766176385878,0.23455671762678526,0
205,-0.13004340177646379,0.40987839261996667,0
206,0.018193508444351306,0.26401004098831005,0
207,0.2918664117223554,0.17989986860480778,0
208,0.2259320209769278,0.28293479736625726,0
209,0.2165623967465541,-1.1726528669943561,1
210,-0.3027136131178703,-0.06070409894735146,0
211,-0.10683094386398284,0.28112433440752976,0
212,-0.7075254784466718,0.5702008505340569,3
213,0.2514006531305175,0.27589844444412404,0
214,0.6610331702165884,0.5174663361599612,5
215,1.0708378287404772,-0.13293141711223133,5
216,0.005751324223599662,-0.30526060795355997,0
217,-0.7050102298360288,0.7665175744756826,3
218,-0.9914974393664298,-0.06329975865780979,3
219,-1.0521117103571351,0.2596769137288144,3
220,0.023519008536736746,0.945131703519447,2
221,0.3714985397249518,-0.33016932644527397,0
222,0.81073830067006,-0.5065958958162946,5
223,0.06343116170710388,-0.437321130481425,0
224,1.0295256693749781,0.09340567652839595,5
225,-1.0471497739469247,0.11577622295250634,3
226,-0.18178314136635534,0.213028856917092,0
227,0.21951722474766877,-0.26116468399431625,0
228,0.4514791657275927,0.8596361192773698,5
229,-0.26605698465183747,-0.9872894223469408,4
230,0.4503665651272535,1.0557877763990977,-1
231,-0.9093424495453324,-0.8820715324693453,-1
232,-0.23895453515538453,0.32221111971265975,0
233,0.6021974750314214,0.6938442763841922,5
234,-0.300235013489237,0.2668640575577472,0
235,0.42411008516208965,0.1823167355477218,0
236,0.46863937278211576,-0.9468028648837212,1
237,0.12205681445282753,-0.2644941932382862,0
238,0.10922801670686325,0.43231694396579057,0
239,-0.24258412532702744,-0.18140533938096678,0
240,0.15335612767753096,0.9558633381284106,2
241,-0.30636802274181063,0.3035352909003243,0
242,0.5699431658646578,-1.0080202946267045,1
243,0.0810889591978622,0.9325850579938504,2
244,-0.0787534186860275,0.458823440177006,0
245,-0.01684516825172039,-0.6034053800830788,0
246,0.17062343597691662,1.0223503650297254,2
247,-0.5019860204504158,0.05071830090802787,0
248,-0.42513951254421745,0.8797006074514331,7
249,-1.0725276503844106,-0.013733167348188226,3
250,-0.8176840367348224,-0.7982737181203876,4
251,0.26692837561350735,-0.2616157129679759,0
252,-0.740729091050428,0.4998606725571095,3
253,-0.2722655754090512,0.33692505764004255,0
254,-0.3611147122208526,0.039051465795925805,0
255,-0.5233199877631295,0.24965631904170504,0
256,-0.40323584333273216,1.084239025225957,7
257,-0.3813821150628308,-0.11252960566403453,0
258,0.8936245094548647,0.017963596098476836,5
259,0.28746203196784564,-0.31701893089660305,0
260,-0.2125832923463863,0.31610405360244564,0
261,-0.13016094252076763,0.43638592146923405,0
262,0.9638762294841413,0.23745800955076696,5
263,0.7906369125852895,0.5719956409400783,5
264,-0.3408408291289677,0.1527062603411959,0
265,-0.13280748923889632,-0.3495510507408664,0
266,-0.7589984403254106,-0.6034074759384144,4
267,-0.13241166464746484,0.32440796653021187,0
268,0.9462565504365584,-0.2881910906793698,5
269,-1.0126894805398083,0.3815637229178642,3
270,0.46696646288671956,0.12289828015798428,0
271,0.697899271208979,-0.6727187993658983,5
272,-0.08901402703739286,-0.45019513380688914,0
273,0.3517849553487071,-1.037050266560718,1
274,0.3177443399206068,-0.12258879720048187,0
275,0.6598526671349962,-0.7143029081850298,5
276,0.05202096942115615,0.29626051101272544,0
277,0.18773015524634326,0.18166714101319442,0
278,0.6061041243781342,-0.6467398430675579,5
279,-0.4706549033841043,-0.23763206761974173,0
280,-0.05804232074245318,-0.3070826158802952,0
281,0.5755751502924177,-0.4269863758942081,-1
282,0.5337276399132039,-0.11977650767151538,0
283,-1.0231752461271817,-0.013078897298273485,3
284,-0.10879302843307023,0.30217700727091584,0
285,-0.5790666286583994,-0.7400641774945158,4
286,-0.40620002804350874,-0.2432229237154579,0
287,0.27874713979190635,-1.0446794835210358,1
288,-0.13406718446893834,-0.29276776684611017,0
289,0.8715468823291741,-0.6512632531582059,5
290,0.4631117261984699,-0.1383474374792045,0
291,0.4967308570630428,0.7496213019874884,5
292,-0.9579021074252356,-0.35897165900796396,6
293,0.40361354938097505,-0.04687496672832078,0
294,0.19291578658151806,-0.7361133441187364,1
295,0.20566732418988284,0.28620387373503897,0
296,-0.04723870730106508,-0.9465587399370348,4
297,0.43709353681202634,0.1394706448540118,0
298,0.36846533598776,-0.47563023036849583,0
299,-0.9531541552516377,-0.24502430352301616,6
300,0.6669900138110869,0.6464929810237224,5
301,-0.4401731791521429,-0.7432031373878889,4
302,-0.3283577499804995,-0.2216669066318399,0
303,0.9134330609218326,-0.416674592781635,5
304,-0.17186674255098655,0.4105474467765988,0
305,0.8101949363071994,-0.5168006736430106,5
306,-0.8380852237693162,0.3931068234530527,3
307,0.8741822431494426,-0.41784205345523695,5
308,-0.13418413709625893,-0.3635939010487404,0
309,-0.2022964108095061,-0.12384107617752309,0
310,0.11378847535708166,-0.8976926875998654,-1
311,0.3270876743505436,-0.4085275093059132,0
312,-0.23468617715729972,1.0457633245303373,2
313,-0.22481574385225636,-0.9335951238237967,4
314,0.14722141416051873,0.899964440971151,2
315,-0.047568325548848545,-0.4820692449102787,0
316,-0.5592471044308829,-0.8791890759602157,4
317,1.156502175977182,-0.018386539580092176,-1
318,0.9077455246352124,0.6681768760479984,5
319,-0.6407372802055328,-0.724035313578759,4
320,-0.34420256698389246,0.007222318752631032,0
321,0.07642259632757466,-0.48004231328294233,0
322,0.7336071913074916,0.6059325026023848,5
323,-0.001579903999735427,-0.46076635312213193,0
324,0.5944480660514919,1.0154684068444608,5
325,0.3535891343644946,0.22008662961796302,0
326,0.1876405873991332,0.2495669210067619,0
327,0.2648817151181533,0.04325741602350531,0
328,-0.10094880279521495,-0.42368367902348864,0
329,0.5331237536924819,0.5782940293356272,5
330,0.19893205634525155,0.2786400812596291,0
331,-0.11338382974283245,0.9362767782920098,2
332,-0.1886696006141343,0.4883722742457451,0
333,-0.24695725416315548,0.9426477398758468,2
334,-0.929813626513541,0.016454191405231786,3
335,0.761587118697584,0.7503475084648041,5
336,-0.7142215548874373,-0.6021609353514477,4
337,0.28075865288928664,0.549133010744023,0
338,0.9604626734685267,0.6161112555791365,5
339,0.14744442344372305,-0.4443057116156614,0
340,-0.28966822357159816,0.25731829964492703,0
341,-0.17512627119558577,0.22300316919417493,0
342,1.0572005261090653,0.3370165120710827,5
343,-1.085147591781164,-0.10966043808001719,3
344,0.2742078410812276,-0.8006778137701768,1
345,0.1675629394826551,-0.42047693223844884,0
346,0.8220642885120073,-0.6189748011268156,5
347,0.4668532249819549,0.8660052669156014,5
348,0.037306503871350594,-0.42958236276997924,0
349,-0.38246258437619907,0.012778721083886696,0
350,-0.5315018971383455,0.9247714805181987,7
351,-0.43339958301410086,-0.9840400796709396,4
352,0.7060381875721584,-0.41602274922971205,5
353,0.31634638549416105,-0.9810168969800056,1
354,-1.0212573094506603,0.12962746313323395,3
355,1.091840822269392,0.18938712265759583,5
356,0.33435567043108316,-0.35613689364396084,0
357,-0.4345886342214473,-0.9868934826178016,4
358,-0.531483120033872,-0.8547342524078658,4
359,-0.2683061918250409,0.25057784179698556,0
360,0.6720112427258295,-0.882453285902238,5
361,0.3157447696896134,-0.46420360630680985,0
362,-0.4827145705153041,0.45206699967556885,-1
363,-0.0260099968750866,0.3595221449217699,0
364,0.27832530373815495,-0.21545749283930118,0
365,0.37562471365500627,-0.6619861725762871,1
366,-0.939430047608044,0.18386410729364253,3
367,0.28309706508741167,0.5361215148115761,0
368,-0.7434238439060694,-0.6866304000402126,4
369,0.20493309208419455,-0.15987302771377815,0
370,-0.5944164022601289,0.779214290775451,3
371,-0.4402730607028956,-0.8392113581284614,4
372,-0.049512643442922714,-0.46267306976132627,0
373,-0.009852875969124583,0.8528245330625849,2
374,-0.1843252081591763,0.8966695934143304,2
375,0.8120881242164143,-0.6659358358969244,5
376,0.27688294034085315,0.7391027109467487,-1
377,1.071334869082146,-0.27903611187466487,5
378,-0.8175919934275475,0.4577058997602371,3
379,0.11157628278492933,1.0743893112859346,2
380,-0.4018860761711463,-0.3435335354848238,0
381,-0.24177038574215184,-0.40155686460996776,0
382,-0.31687389120140663,-0.3023489864721823,0
383,0.6101332972649343,0.8288789404694865,5
384,-0.9765164162151803,-0.36502301312237995,6
385,0.29948336455629443,-0.8619320700999342,1
386,-0.8480788085650344,-0.1591257879733195,3
387,0.5160428815694651,-0.7961038146592281,1
388,0.04876972953495624,-0.4977164886748363,0
389,-0.714303840504642,-0.762463201000568,4
390,-0.770725607374322,-0.6448748455142312,4
391,0.307755841219479,-0.16983351205141875,0
392,0.9054021414105495,0.20746415534719592,5
393,-0.9462681778479558,-0.5319589927621081,4
394,0.9310142532591139,-0.5529644368754175,5
395,1.0475071091816393,-0.32859910643494944,5
396,0.45196514551486167,0.33226145376556127,0
397,0.13089671060858532,-0.8872132030871087,-1
398,0.2843211612987325,0.31111187535312906,0
399,0.45959251453033967,-0.04666344963502453,0
400,-0.256937638026176,0.37858025334770895,0
401,-0.15058995857458285,-0.4919760486765639,0
402,-0.22911601852171723,-0.17867928916685105,0
403,-0.7983469224220205,0.5581311859502465,3
404,0.26243604566810086,-0.36617092125787837,0
405,0.7686997162950595,0.7154536768239326,5
406,0.6686604183103012,0.6581519358327309,5
407,-0.7145948588469835,-0.7074699142912514,4
408,0.2709149946112632,-0.9317693844666376,1
409,0.28012151110992867,-0.3616754439144221,0
410,0.739688944808355,-0.8642904047103352,5
411,0.09027543283727124,-1.0272911469574013,4
412,-0.0063049946589169015,0.29815855564200355,0
413,-0.2328281107534741,-0.03388390857245149,0
414,-0.32092948683320943,0.2921044666488897,0
415,1.0834698754069,-0.11552278895675142,5
416,0.23971953029330223,-0.9887819947384477,1
417,-0.2897674969120767,0.07712198127579158,0
418,-0.34313341512011475,-0.6389477499031366,-1
419,-0.016950133531879095,0.3007853660997766,0
420,-0.3743164432897405,0.06801810935993727,0
421,0.4695082518749959,-0.01978719649393218,0
422,-0.07478097608234495,1.0443257438314943,2
423,-0.35919863357732146,0.1409534145623033,0
424,0.2683958031165009,-0.17231497175277688,0
425,0.5024636886134812,-0.8375532928644824,1
426,0.9866646375436398,-0.3196401631236916,5
427,-0.807124159022706,0.6477078377927626,3
428,-0.17558606782038638,0.7442516148567341,-1
429,0.16818118989825612,-0.21480125780320358,0
430,0.31272678946714993,0.20932403243940986,0
431,-0.014580148338613846,-0.35763922864231185,0
432,0.41549249103257296,-0.058888102805960754,0
433,-0.3544407851494365,0.1503578349520166,0
434,0.5112377590879579,-0.21822902028702162,0
435,0.4838687832529336,-0.6161358944381261,1
436,-0.45657550819703463,-0.1406987332292774,0
437,-1.0678812744356878,-0.652605767309849,-1
438,0.31061928848431347,0.9528840416799149,2
439,-0.1512970209172194,-0.2073422735106924,0
440,-0.4628197400396357,0.7496808940368741,-1
441,-0.32098357446313974,-0.07979029472897872,0
442,0.07943255380365082,-0.4808703354132432,0
443,0.23878191960778983,-0.22535013430291206,0
444,0.8438032009346734,0.3556788460218475,5
445,-0.48612472537714047,-0.0695525281819611,0
446,-1.1531281429868798,-0.38334091922381874,6
447,-0.18689215985554924,-0.470325743766603,0
448,0.08679610985689151,0.38788183415297184,0
449,-0.9186508175531344,0.3301493106764482,3
450,0.1985495299994913,1.0314743843512177,2
451,-0.852872380994545,-0.6428811122590047,4
452,-0.308312044756156,0.002020981457057189,0
453,0.3553060323394479,0.27379296184393,0
454,0.9213538747155506,0.43488525541354334,5
455,0.5496442153388721,-0.7815368372892265,1
456,0.9269022400214041,0.29904543564024566,5
457,-0.8381962192988105,0.4476540168229183,3
458,-0.005294188826149071,0.2895742259003233,0
459,-0.49857596665082377,0.11441647003669941,0
460,1.1623087992639876,-0.400442807315359,-1
461,-0.13120640093915198,-0.9606381358123114,4
462,0.04463075236931427,-1.0787154884149182,4
463,0.29944293521299076,-0.20562481825211043,0
464,-0.17832178730850828,0.9683053782783556,2
465,0.6008376437035304,0.2541890459977364,0
466,-1.1631705838597275,-0.37318385728696957,6
467,0.24021337007212196,1.0151157410448979,2
468,-0.1880856878747566,0.8927144105248616,2
469,-0.4313328577056815,0.18270392032728078,0
470,0.716595132213653,-0.9633627984850297,5
471,0.0004500439669679057,-1.1358651664004007,4
472,-0.14195535135252918,0.3708797362470916,0
473,0.5018643401223412,-0.10215757742598715,0
474,1.1163991854226305,0.3213351646127386,5
475,0.40328551662982337,0.3171973553816847,0
476,-1.0050852089102373,-0.021271890364301493,3
477,-0.3901424370063723,0.1524726592293485,0
478,0.6769808913372325,-0.7681135209247664,5
479,0.4598583208236626,-0.12368224238354397,0
480,0.7273407490381454,0.7681427786200327,5
481,1.1024397844372253,-0.23766242793003384,5
482,-0.32557995931617734,-0.36524217682275884,0
483,-0.7356764934376997,-0.5520443087803236,4
484,0.25774269631171337,0.305597834604814,0
485,0.18056769572156,0.999399836159456,2
486,-0.44128545364356336,0.9117817540206835,7
487,-0.4251357893136878,0.9194274174672448,7
488,-0.14901684086107236,-0.01940904765175322,0
489,0.47487776587863473,0.6027750536585518,5
490,1.028663552104125,0.059201399463775166,5
491,-0.14541802602599635,-0.25009531355871123,0
492,-0.2444392574638085,-1.0394285695579242,4
493,-0.7372936363923515,0.24533873333138387,-1
494,-0.7784169247328577,-0.5207229604537305,4
495,0.949141981690828,-0.33461803134217094,5
496,0.40590653658273973,0.0180688882137375,0
497,0.08152295436381067,-0.4161731930875554,0
498,-0.1622557096161587,-0.2569908568706875,0
499,-1.009031356413829,-0.39047606814195696,6
